brand,model,year,mileage_km,city,price,price_type,transmission,body_color,inside_color,body_status,engine_liter,link
تارا,تارا، دنده ای V1 پلاس,2025,0,تفرش,2050000000.0,lumpsum,دنده ای,سفید,-,بدون رنگ,1.6,https://bama.ir/car/detail-bipbcqyv-tara-v1p-6mt-1404
هایما,هایما، S5,2023,17000,کاشان,3500000000.0,lumpsum,اتوماتیک,سفید,-,بدون رنگ,1.5,https://bama.ir/car/detail-y8tckruc-haima-s5-6at-1402
جک,جک، جی 5,2015,220000,مرودشت,1250000000.0,lumpsum,دنده ای,سفید,خاکستری,دور رنگ,1.5,https://bama.ir/car/detail-imnonfdi-jac-j5-mt-1394
هیوندای,هیوندای، النترا,2014,196000,تهران / ایرانمال,3370000000.0,lumpsum,اتوماتیک,سفید,-,چند لکه رنگ,1.8,https://bama.ir/car/detail-gfyieucr-hyundai-elantra-1.8l-2014
پژو,پژو، پارس,2019,280000,نجف آباد,1399000000.0,lumpsum,دنده ای,نوک مدادی,-,چند لکه رنگ,1.6,https://bama.ir/car/detail-pm9qyfbc-peugeot-pars-lx-1398
زامیاد,زامیاد، وانت نیسان,2012,800000,اصفهان / آبشار,1000000000.0,lumpsum,دنده ای,سفید,مشکی,گلگیر رنگ,2.8,https://bama.ir/car/detail-zcorgmwz-zamyad-pickup-diesel-1391
اکستریم,اکستریم، VX (QX),2025,7000,تهران / ایرانمال,10600000000.0,lumpsum,اتوماتیک,مشکی,-,بدون رنگ,2.0,https://bama.ir/car/detail-xq16fqp9-xtrim-vx-2.0literturbo-1404
رنو,رنو، ساندرو,2015,154000,تهران / ایرانمال,1870000000.0,lumpsum,اتوماتیک,سفید,-,چند لکه رنگ,1.6,https://bama.ir/car/detail-4g2y9vbh-renault-sandero-at-1394
پژو,پژو، 2008,2019,90000,اصفهان / خیابان شیخ صدوق ,3490000000.0,lumpsum,اتوماتیک,سفید,مشکی,بدون رنگ,1.6,https://bama.ir/car/detail-0zvrct8x-peugeot-2008-1398
پژو,پژو، 206,2004,500000,لنجان,530000000.0,lumpsum,دنده ای,بژ,مشکی,دور رنگ,1.4,https://bama.ir/car/detail-m4ntukil-peugeot-206ir-type2-1383
سیتروئن,سیتروئن، زانتیا,2009,180000,کرج / کلاک نو,850000000.0,lumpsum,دنده ای,سفید,خاکستری,دور رنگ,2.0,https://bama.ir/car/detail-grwadoxf-citroen-xantia-2.0sx-1388
چری,چری، آریزو 5T اسپرت FL,2024,3800,اسلام شهر,3500000000.0,lumpsum,اتوماتیک,سفید,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-qk4vj8xp-chery-arrizo5tsport-ie-1403
پژو,پژو، 2008,2019,23000,همدان,4400000000.0,lumpsum,اتوماتیک,سفید,خاکستری,بدون رنگ,1.6,https://bama.ir/car/detail-ehj3rybg-peugeot-2008-1398
هیوندای,هیوندای، اکسنت (مونتاژ),2018,120000,تهران / ایرانمال,3500000000.0,lumpsum,اتوماتیک,سفید,-,بدون رنگ,1.6,https://bama.ir/car/detail-xnzezipc-hyundai-accentir-1397
هایما,هایما، S7,2025,10000,کرج / گوهردشت,4270000000.0,lumpsum,اتوماتیک,سفید,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-qdx3ua40-haima-s7-1.5literturbopro-1404
فولکس,فولکس، تیگوان L,2025,0,تهران / ایرانمال,12700000000.0,lumpsum,اتوماتیک,مشکی,-,بدون رنگ,2.0,https://bama.ir/car/detail-crbbk1hq-volkswagen-tiguanprol-rline-2025
کوییک,کوییک، دنده ای R,2021,115000,شهریار,850000000.0,lumpsum,دنده ای,سفید,-,بدون رنگ,1.5,https://bama.ir/car/detail-4n5u0fjq-quick-manualr-1400
پراید,پراید، 141,2006,428000,شهریار,480000000.0,lumpsum,دنده ای,نقره ای,خاکستری,خط و خش جزئی,1.3,https://bama.ir/car/detail-6eqmkszw-pride-141-basic-1385
جک,جک، S5,2018,150000,قدس,2670000000.0,lumpsum,اتوماتیک,سفید,مشکی,بدون رنگ,2.0,https://bama.ir/car/detail-7goeyixk-jac-s5-at2000-1397
لاماری,لاماری، ایما,2025,9000,تهران / ایرانمال,4790000000.0,lumpsum,اتوماتیک,مشکی,-,بدون رنگ,1.5,https://bama.ir/car/detail-mn1ht3wd-lamari-eama-1404
کیا,کیا، اپتیما,2015,200000,تهران / ایرانمال,5700000000.0,lumpsum,اتوماتیک,سفید,-,بدون رنگ,2.4,https://bama.ir/car/detail-o5ys4grv-kia-optima-basic-2015
آریسان,آریسان، 2,2026,0,اسلام شهر,1520000000.0,lumpsum,دنده ای,سفید,-,بدون رنگ,1.8,https://bama.ir/car/detail-jgch3jvk-arisun-2-1405
سوزوکی,سوزوکی، بالنو,2025,11000,تهران / جردن,4700000000.0,lumpsum,اتوماتیک,نقره ای,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-zgnulskj-suzuki-baleno-1.5liter-2025
بی وای دی,بی وای دی، سی لاین 06 DMi,2025,0,تهران / جلال آل احمد,10490000000.0,lumpsum,اتوماتیک,خاکستری,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-gkvlqx2a-byd-sealion6dmi-170plus-2025
سمند,سمند، سورن,2022,84000,تهران / میرداماد,1500000000.0,lumpsum,دنده ای,سفید,خاکستری,بدون رنگ,1.7,https://bama.ir/car/detail-stwjejua-samand-soren-plus-1401
رنو,رنو، کولیوس,2015,58000,کاشان,4700000000.0,lumpsum,اتوماتیک,مشکی,مشکی,بدون رنگ,2.5,https://bama.ir/car/detail-wzie0x2t-renault-koleos-2015
آریسان,آریسان، دوگانه سوز,2017,314000,قدس,650000000.0,lumpsum,دنده ای,سفید,مشکی,چند لکه رنگ,1.7,https://bama.ir/car/detail-dp2gir4b-arisun-arisan-1.7liter-1396
کیا,کیا، سراتو,2011,205000,تهران / ایرانمال,2400000000.0,lumpsum,اتوماتیک,سفید,-,چند لکه رنگ,2.0,https://bama.ir/car/detail-fofylicc-kia-cerato-2000-2011
تویوتا,تویوتا، اریون,2012,170000,اصفهان / سعادت آباد,8990000000.0,lumpsum,اتوماتیک,سفید,کرم,بدون رنگ,3.5,https://bama.ir/car/detail-uyeacnrx-toyota-aurion-grande-2012
ریسپکت,ریسپکت، پرایم,2024,35000,تهران / ایرانمال,3300000000.0,lumpsum,اتوماتیک,سفید,-,بدون رنگ,1.5,https://bama.ir/car/detail-x5u8wr7t-respect-prime-type2-1403
ریسپکت,ریسپکت، پرایم,2025,23000,ری,3800000000.0,lumpsum,اتوماتیک,سفید,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-stijmcml-respect-prime-type2-1404
هیوندای,هیوندای، سانتافه,2014,96000,تهران / ایرانمال,5300000000.0,lumpsum,اتوماتیک,مشکی,-,بدون رنگ,2.4,https://bama.ir/car/detail-zivjtadr-hyundai-santafeix45-2400cc-2014
کی ام سی,کی ام سی، ایگل,2026,0,تهران / میدان انقلاب,2480000000.0,lumpsum,اتوماتیک,مشکی,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-8avlysoc-kmc-eagle-1.5liter-1405
فونیکس,فونیکس، تیگو 7 پرو مکس (F7 PRO MAX),2024,22000,تهران / ایرانمال,4990000000.0,lumpsum,اتوماتیک,مشکی,-,بدون رنگ,1.6,https://bama.ir/car/detail-uj4zdyv0-fownix-tiggo7promax-1.6literturbo-1403
تیبا,تیبا، هاچ بک,2021,99000,شاهین شهر,875000000.0,lumpsum,دنده ای,سفید,مشکی,یک لکه رنگ,1.5,https://bama.ir/car/detail-tqrrnodw-tiba-hatchback-ex-1400
زامیاد,زامیاد، وانت نیسان,2019,260000,رودهن,1400000000.0,lumpsum,دنده ای,آبی,-,خط و خش جزئی,2.4,https://bama.ir/car/detail-wgdmdkhf-zamyad-pickup-cng-1398
هیوندای,هیوندای، سانتافه,2008,250000,تهران / ایرانمال,3500000000.0,lumpsum,اتوماتیک,مشکی,-,بدون رنگ,2.7,https://bama.ir/car/detail-uajk5rcv-hyundai-santafeix45-2700cc-2008
پراید,پراید، 131,2019,122000,تهران / تهران‌نو,770000000.0,lumpsum,دنده ای,سفید,سفید,بدون رنگ,1.3,https://bama.ir/car/detail-i1uaygmb-pride-131-se-1398
فولکس,فولکس، تیگوان,2018,144000,تهران / ایرانمال,6400000000.0,lumpsum,اتوماتیک,مشکی,-,بدون رنگ,2.0,https://bama.ir/car/detail-ofsdakuh-volkswagen-tiguan-2018
پژو,پژو، 206,2010,350000,تهران / آذری,740000000.0,lumpsum,دنده ای,سفید,-,گلگیر تعویض,1.4,https://bama.ir/car/detail-tuwymfi5-peugeot-206ir-type3-1389
چری,چری، تیگو 5,2018,145000,تهران / ایرانمال,2490000000.0,lumpsum,اتوماتیک,سفید,-,بدون رنگ,2.0,https://bama.ir/car/detail-2v75swly-chery-tiggo5-luxurysport-1397
کوییک,کوییک، دنده ای S,2023,12000,کرج / گلشهر,1030000000.0,lumpsum,دنده ای,سفید,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-nz6twhh2-quick-manuals-1402
سمند,سمند، سورن,2025,0,مشهد / امام خمینی,1630000000.0,lumpsum,دنده ای,سفید,مشکی,بدون رنگ,1.8,https://bama.ir/car/detail-jng7fmcu-samand-soren-plusxu7p-1404
ب ام و,ب ام و، سری 5 سدان,2014,152000,اصفهان / سعادت آباد,10500000000.0,lumpsum,اتوماتیک,نوک مدادی,مارون,بدون رنگ,2.0,https://bama.ir/car/detail-itlkwzw5-bmw-5seriessedan-520i-2014
تویوتا,تویوتا، کمری هیبرید,2025,0,اصفهان / سعادت آباد,11500000000.0,lumpsum,اتوماتیک,مشکی,مشکی,بدون رنگ,2.5,https://bama.ir/car/detail-duqchj5i-toyota-camryhybrid-premiumedition-2025
پژو,پژو، 206,2020,139000,تهران / تهران‌سر,1350000000.0,lumpsum,دنده ای,سفید,-,گلگیر تعویض,1.6,https://bama.ir/car/detail-ekd39bhb-peugeot-206ir-type5-1399
کیا,کیا، K5,2024,9000,اصفهان / سعادت آباد,7550000000.0,lumpsum,اتوماتیک,سفید,کرم,بدون رنگ,1.5,https://bama.ir/car/detail-kn6lbbct-kia-k5-1.5literturbo-2024
نیسان,نیسان، ماکسیما,2011,258000,تهران / ایرانمال,4870000000.0,lumpsum,اتوماتیک,سفید,-,بدون رنگ,3.0,https://bama.ir/car/detail-fcwhnfba-nissan-maximair-at-1390
فونیکس,فونیکس، تیگو 8 پرو هیبرید (F8 PRO PHEV),2025,29000,اصفهان / سعادت آباد,7300000000.0,lumpsum,اتوماتیک,سفید,مارون,بدون رنگ,1.5,https://bama.ir/car/detail-ystudjl2-fownix-tiggo8prohybrid-eplus-1404
تویوتا,تویوتا، کرولا کراس هیبرید,2026,0,اصفهان / سعادت آباد,7800000000.0,lumpsum,اتوماتیک,سفید,مشکی,بدون رنگ,2.0,https://bama.ir/car/detail-92kdmfy0-toyota-corollacrosshybrid-2.0liter-2026
هیوندای,هیوندای، سوناتا هیبرید,2017,134000,اصفهان / سعادت آباد,6200000000.0,lumpsum,اتوماتیک,سفید,سرمه ای,بدون رنگ,2.0,https://bama.ir/car/detail-hirj4fnm-hyundai-sonatahybrid-glsplus-2017
کیا,کیا، اپتیما,2015,105000,اصفهان / سعادت آباد,5850000000.0,lumpsum,اتوماتیک,سفید,مشکی,بدون رنگ,2.4,https://bama.ir/car/detail-8mwwiohy-kia-optima-basic-2015
تویوتا,تویوتا، کرولا,2024,20000,اصفهان / سعادت آباد,5100000000.0,lumpsum,اتوماتیک,سفید,مشکی,بدون رنگ,1.2,https://bama.ir/car/detail-tuqzv7uh-toyota-corolla-1.2literturbo-2024
کیا,کیا، سراتو کوپ,2014,2000,اصفهان / سعادت آباد,4990000000.0,lumpsum,اتوماتیک,مشکی,مشکی,بدون رنگ,2.0,https://bama.ir/car/detail-urrz1e7n-kia-ceratokoup-2014
کیا,کیا، سراتو کوپ,2012,148000,اصفهان / سعادت آباد,3900000000.0,lumpsum,اتوماتیک,سفید,مشکی,بدون رنگ,2.0,https://bama.ir/car/detail-pad0lnxh-kia-ceratokoup-2012
تویوتا,تویوتا، پرادو دو در,2008,300000,اصفهان / سعادت آباد,7600000000.0,lumpsum,اتوماتیک,نقره ای,کرم,دو لکه رنگ,2.7,https://bama.ir/car/detail-4fx8ct3k-toyota-prado2doors-4cylinder-2008
ب ام و,ب ام و، سری 5 سدان,2013,148000,تهران / ایرانمال,7950000000.0,lumpsum,اتوماتیک,نقره ای,-,چند لکه رنگ,2.0,https://bama.ir/car/detail-y0epnq7j-bmw-5seriessedan-528i-2013
رنو,رنو، داستر,2016,140000,تهران / ایرانمال,3350000000.0,lumpsum,اتوماتیک,مشکی,-,بدون رنگ,2.0,https://bama.ir/car/detail-7v9biyi0-renault-duster-pe4wd-2016
دنا,دنا، پلاس EF7P,2024,55000,بندرعباس,2250000000.0,lumpsum,دنده ای,مشکی,-,بدون رنگ,1.7,https://bama.ir/car/detail-k0asrkl8-dena-plusef7p-6mt-1403
کیا,کیا، سراتو,2010,217000,تهران / نارمک,3300000000.0,lumpsum,اتوماتیک,سفید,-,درب تعویض,2.0,https://bama.ir/car/detail-bk2whqji-kia-cerato-2000-2010
سیتروئن,سیتروئن، زانتیا,2001,400000,شیراز / شهرک سراج,10000000.0,lumpsum,دنده ای,نقره ای,مشکی,بدون رنگ,2.0,https://bama.ir/car/detail-qnscwnwc-citroen-xantia-2.0sx-1380
سوزوکی,سوزوکی، گراند ویتارا (مونتاژ),2011,233000,یزد,3950000000.0,lumpsum,اتوماتیک,نقره ای,نقره ای,بدون رنگ,2.4,https://bama.ir/car/detail-xyles0cl-suzuki-grandvitarair-at2.4-1390
بی وای دی,بی وای دی، سی لاین 06 DMi,2025,0,تهران / پاتریس لومومبا,10490000000.0,lumpsum,اتوماتیک,سربی,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-jk3xudo0-byd-sealion6dmi-170plus-2025
فونیکس,فونیکس، تیگو 7 پرو,2023,24000,تهران / سهروردی,4550000000.0,lumpsum,اتوماتیک,مشکی,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-08k9tsng-fownix-tiggo7pro-premium-1402
بی وای دی,بی وای دی، سی لاین 06 DMi,2025,0,تهران / پاتریس لومومبا,10490000000.0,lumpsum,اتوماتیک,خاکستری,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-eny2ftuh-byd-sealion6dmi-170plus-2025
رانا,رانا، پلاس پانوراما,2022,81000,شهریار,1390000000.0,lumpsum,دنده ای,آلبالویی,مشکی,بدون رنگ,1.6,https://bama.ir/car/detail-nm0oqhqa-runna-pluspanorama-1401
پراید,پراید، صندوق دار,2009,424000,تهران / تهرانپارس شرقی,470000000.0,lumpsum,دنده ای,خاکستری,نوک مدادی,صافکاری بدون رنگ,1.3,https://bama.ir/car/detail-4otigrfh-pride-sedan-1388
پژو,پژو، 206,2003,400000,تهران / کوهک,650000000.0,lumpsum,دنده ای,نقره ای,خاکستری,چند لکه رنگ,1.4,https://bama.ir/car/detail-acigbuth-peugeot-206ir-type2-1382
تویوتا,تویوتا، پرادو  چهار در,2012,140000,تهران / ایرانمال,17990000000.0,lumpsum,اتوماتیک,سفید,-,یک درب رنگ,4.0,https://bama.ir/car/detail-txq1e5o2-toyota-prado4doors-6cylinderonroad-2012
رنو,رنو، مگان (مونتاژ),2012,208000,همدان,1950000000.0,lumpsum,اتوماتیک,سفید,سفید,بدون رنگ,2.0,https://bama.ir/car/detail-1coj6hkf-renault-meganir-2000-1391
نیسان,نیسان، ترا,2025,1000,تهران / ایرانمال,9850000000.0,lumpsum,اتوماتیک,سفید,-,بدون رنگ,2.0,https://bama.ir/car/detail-fadkipzo-nissan-terra-exclusive-1404
رنو,رنو، تندر 90,2011,286000,تهران / پرستار,1150000000.0,lumpsum,دنده ای,سفید,-,چند لکه رنگ,1.6,https://bama.ir/car/detail-uz4dpbch-renault-tondar90-e2-1390
کوییک,کوییک، اتوماتیک پلاس,2023,83000,ارومیه,1220000000.0,lumpsum,اتوماتیک,سفید,مشکی,کاپوت تعویض,1.5,https://bama.ir/car/detail-rlsba50q-quick-atfullplus-1402
پراید,پراید، صندوق دار,2010,480000,زنجان,485000000.0,lumpsum,دنده ای,سفید,مشکی,گلگیر تعویض,1.3,https://bama.ir/car/detail-szaamvbt-pride-sedan-1389
پژو,پژو، 206,2009,129000,تهران / شهرک غرب,690000000.0,lumpsum,دنده ای,سفید,-,صافکاری بدون رنگ,1.4,https://bama.ir/car/detail-fslwrzng-peugeot-206ir-type2-1388
فردا,فردا، T5,2023,50000,بوشهر,3400000000.0,lumpsum,اتوماتیک,سفید,-,بدون رنگ,1.5,https://bama.ir/car/detail-jqf2kmrj-farda-t5-1402
بنز,بنز، کلاس CLS,2013,140000,تهران / ایرانمال,21500000000.0,lumpsum,اتوماتیک,مشکی,-,چند لکه رنگ,4.7,https://bama.ir/car/detail-5ptuewdt-mercedesbenz-clsclass-cls500-2013
کی ام سی,کی ام سی، X5,2024,23000,تهران / ایرانمال,3550000000.0,lumpsum,اتوماتیک,مشکی,-,بدون رنگ,1.5,https://bama.ir/car/detail-d2vwgonc-kmc-x5-1.5literturbo-1403
هایما,هایما، S7,2025,0,تهران / آذربایجان,4120000000.0,lumpsum,اتوماتیک,مشکی,-,بدون رنگ,1.5,https://bama.ir/car/detail-unf1d8h9-haima-s7-1.5literturbopro-1404
پژو,پژو، پارس,2021,9500,خرم آباد,2050000000.0,lumpsum,دنده ای,سفید,-,بدون رنگ,1.8,https://bama.ir/car/detail-4zbtmkcj-peugeot-pars-mt-1400
فونیکس,فونیکس، تیگو 7 پرو,2022,58000,تهران / ایرانمال,3790000000.0,lumpsum,اتوماتیک,مشکی,-,بدون رنگ,1.5,https://bama.ir/car/detail-ldljdohi-fownix-tiggo7pro-excellent-1401
لکسوس,لکسوس، NX هیبرید,2016,83000,تهران / نیاوران,11500000000.0,lumpsum,اتوماتیک,مشکی,-,یک لکه رنگ,2.5,https://bama.ir/car/detail-k2o9zpt8-lexus-nxhybrid-300h-2016
پژو,پژو، 2008,2017,127000,تهران / ایرانمال,3150000000.0,lumpsum,اتوماتیک,سفید,-,بدون رنگ,1.6,https://bama.ir/car/detail-wepyj1dt-peugeot-2008-1396
سهند,سهند، S دنده ای,2024,35000,ساوه,1260000000.0,lumpsum,دنده ای,نقره ای,سفید,بدون رنگ,1.5,https://bama.ir/car/detail-msz2zwyr-sahand-smt-gasoline-1403
پژو,پژو، 206,2011,190000,کرج / گوهردشت,845000000.0,lumpsum,دنده ای,سفید,مشکی,دو لکه رنگ,1.4,https://bama.ir/car/detail-zo7pnagw-peugeot-206ir-type2-1390
کوییک,کوییک، دنده ای R,2021,73000,همدان,910000000.0,lumpsum,دنده ای,مشکی,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-hqgayofa-quick-manualr-1400
کیا,کیا، موهاوی,2013,87000,تهران / سهروردی,9900000000.0,lumpsum,اتوماتیک,سفید,مشکی,بدون رنگ,4.6,https://bama.ir/car/detail-lvbzdwzs-kia-mohave-v8-2013
بنز,بنز، کلاس C,2012,64000,یزد,9700000000.0,lumpsum,اتوماتیک,سفید,مشکی,بدون رنگ,1.8,https://bama.ir/car/detail-xde7y49l-mercedesbenz-cclass-c200-2012
پراید,پراید، 111,2018,60000,تهران / آرژانتین,1200000000.0,lumpsum,دنده ای,سفید,-,بدون رنگ,1.3,https://bama.ir/car/detail-l2ffdnxy-pride-111-se-1397
پراید,پراید، صندوق دار,2009,220000,کرج / فردیس,450000000.0,lumpsum,دنده ای,نقره ای,نقره ای,بدون رنگ,1.3,https://bama.ir/car/detail-humcdywd-pride-sedan-1388
پژو,پژو، 207,2024,39000,زنجان,1855000000.0,lumpsum,دنده ای,سفید,مشکی,بدون رنگ,1.6,https://bama.ir/car/detail-glvzoumk-peugeot-207-manualpanorama-1403
آریسان,آریسان، دوگانه سوز,2016,200000,تهران / پونک,700000000.0,lumpsum,دنده ای,سفید,مشکی,دور رنگ,1.7,https://bama.ir/car/detail-xgrl94xu-arisun-arisan-1.7liter-1395
نیسان,نیسان، ترا,2026,0,تهران / گیشا (کوی نصر),9500000000.0,lumpsum,اتوماتیک,سفید,قهوه ای,بدون رنگ,2.0,https://bama.ir/car/detail-3udkbaeq-nissan-terra-exclusive-1405
شاهین,شاهین، اتوماتیک CVT,2025,1400,کرج / 350 متری,2350000128.0,lumpsum,اتوماتیک,سفید,-,بدون رنگ,1.5,https://bama.ir/car/detail-edy9xtqh-shahin-gautomatic-cvt-1404
دنا,دنا، پلاس EF7P,2025,10000,تهران / نارمک جنوبی,2200000000.0,lumpsum,دنده ای,نقره ای,مشکی,بدون رنگ,1.7,https://bama.ir/car/detail-zp2zy3r7-dena-plusef7p-6mt-1404
کیا,کیا، سورنتو,2013,160000,یزد,7350000000.0,lumpsum,اتوماتیک,سفید,مشکی,بدون رنگ,3.5,https://bama.ir/car/detail-5ohqxe2n-kia-sorento-6cylinder-2013
میتسوبیشی,میتسوبیشی، لنسر,2014,169000,تهران / تهرانپارس غربی,2730000000.0,lumpsum,اتوماتیک,نوک مدادی,مشکی,یک لکه رنگ,1.6,https://bama.ir/car/detail-sv4wopjv-mitsubishi-lancer-1.6at-2014
لاماری,لاماری، ایما,2025,9000,تهران / ایرانمال,4790000000.0,lumpsum,اتوماتیک,مشکی,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-fpsnxi54-lamari-eama-1404
ام وی ام,ام وی ام، X33 S,2022,39000,مشهد / آزادشهر,2800000000.0,lumpsum,اتوماتیک,خاکستری,خاکستری,بدون رنگ,2.0,https://bama.ir/car/detail-9a1hswdm-mvm-x33s-at5speed-1401
دیگنیتی,دیگنیتی، پرایم,2024,26000,ارومیه,4200000000.0,lumpsum,اتوماتیک,مشکی,مارون,بدون رنگ,1.5,https://bama.ir/car/detail-5zkqqach-dignity-prime-1403
کیا,کیا، سورنتو,2011,178000,کرمانشاه,5850000000.0,lumpsum,اتوماتیک,مشکی,مشکی,بدون رنگ,3.5,https://bama.ir/car/detail-68waldod-kia-sorento-6cylinder-2011
هیوندای,هیوندای، سوناتا,2013,265000,گنبد کاووس,4580000000.0,lumpsum,اتوماتیک,نقره ای,دلفینی,دو لکه رنگ,2.4,https://bama.ir/car/detail-4skbotaf-hyundai-sonata-4cylautomatic-2013
رنو,رنو، تالیسمان,2017,69000,بانه,6550000000.0,lumpsum,اتوماتیک,خاکستری,مشکی,بدون رنگ,1.6,https://bama.ir/car/detail-a26bsccm-renault-talisman-e3-2017
کی ام سی,کی ام سی، ایگل,2026,0,ری,2550000000.0,lumpsum,اتوماتیک,مشکی,خاکستری,بدون رنگ,1.5,https://bama.ir/car/detail-tspakaxq-kmc-eagle-1.5liter-1405
کیا,کیا، سراتو (مونتاژ),2018,98000,تهران / افسریه,3900000000.0,lumpsum,اتوماتیک,سفید,مشکی,دو لکه رنگ,2.0,https://bama.ir/car/detail-ntvscuz9-kia-ceratoir-2000optional-1397
دنا,دنا، پلاس EF7P,2026,0,قروه,2200000000.0,lumpsum,دنده ای,سفید,مشکی,بدون رنگ,1.7,https://bama.ir/car/detail-hrys6aek-dena-plusef7p-6mt-1405
رنو,رنو، پارس تندر,2018,293000,تهران / پونک,1800000000.0,lumpsum,دنده ای,سفید,خاکستری,بدون رنگ,1.6,https://bama.ir/car/detail-weskufhz-renault-parstondar-1397
پژو,پژو، 207,2022,99000,فریمان,1650000000.0,lumpsum,دنده ای,نوک مدادی,مشکی,خط و خش جزئی,1.6,https://bama.ir/car/detail-6xcpbwyo-peugeot-207-manualpanorama-1401
مزدا,مزدا، 3 نیو صندوق دار,2012,166000,تبریز,3600000000.0,lumpsum,اتوماتیک,سفید,مشکی,بدون رنگ,2.0,https://bama.ir/car/detail-vrrbypuc-mazda-3sedan-2.0ltype4-1391
پیکان,پیکان، سدان,2003,290000,کرج / فردیس,335000000.0,lumpsum,دنده ای,سفید,خاکستری,چند لکه رنگ,1.6,https://bama.ir/car/detail-uesgsz36-peykan-sedan-gas-1382
ام وی ام,ام وی ام، 110,2015,165000,تهران / خواجه نظام الملک,540000000.0,lumpsum,دنده ای,مشکی,بژ,دو لکه رنگ,1.1,https://bama.ir/car/detail-v6isqxku-mvm-110-4cylindermt-1394
دنا,دنا، پلاس EF7,2025,0,تهران / کوی بیمه,2700000000.0,lumpsum,اتوماتیک,سفید,مشکی,بدون رنگ,1.7,https://bama.ir/car/detail-e5r19aqf-dena-plus-turboautomaticoptional-1404
مزدا,مزدا، 3 قدیم,2010,180000,اصفهان / تخت فولاد,3000000000.0,lumpsum,اتوماتیک,سفید,مشکی,بدون رنگ,2.0,https://bama.ir/car/detail-pc7bz3v6-mazda-3ir-type3-1389
کارا,کارا، تک کابین,2020,186000,گرگان,1800000000.0,lumpsum,دنده ای,سفید,-,کاپوت تعویض,2.0,https://bama.ir/car/detail-vkfcbfzz-cara-2door-2.0liter-1399
پژو,پژو، پارس,2016,104000,تهران / ستارخان,1450000000.0,lumpsum,دنده ای,سفید,مشکی,بدون رنگ,1.9,https://bama.ir/car/detail-kjewzeqh-peugeot-pars-elxxum-1395
پراید,پراید، 141,2005,250000,اصفهان / ارغوانیه,330000000.0,lumpsum,دنده ای,نقره ای,خاکستری,دو لکه رنگ,1.3,https://bama.ir/car/detail-zgcihw4y-pride-141-basic-1384
لاماری,لاماری، ایما,2025,9000,تهران / دهکده المپیک,4950000000.0,lumpsum,اتوماتیک,مشکی,-,بدون رنگ,1.5,https://bama.ir/car/detail-eghmz1zs-lamari-eama-1404
پراید,پراید، 151,2024,81000,تهران / رسالت,940000000.0,lumpsum,دنده ای,سفید,-,بدون رنگ,1.3,https://bama.ir/car/detail-ea8ejuwo-pride-151-se-1403
تویوتا,تویوتا، پرادو دو در,2012,182000,تهران / شهرک غرب,13600000000.0,lumpsum,اتوماتیک,سفید,مشکی,بدون رنگ,2.7,https://bama.ir/car/detail-zykrqyoc-toyota-prado2doors-4cylinder-2012
شاهین,شاهین، پلاس اتوماتیک AT,2025,0,تهران / پیروزی,2700000000.0,lumpsum,اتوماتیک,سفید,-,بدون رنگ,1.6,https://bama.ir/car/detail-tw3rgjdb-shahin-plusat-at6-1404
سمند,سمند، LX,2020,57000,شاهین شهر,1270000000.0,lumpsum,دنده ای,سفید,کرم,بدون رنگ,1.8,https://bama.ir/car/detail-nkbmzu7y-samand-lx-basic-1399
پراید,پراید، صندوق دار,2004,60000,اندیمشک,220000000.0,lumpsum,دنده ای,سفید,مشکی,دو درب رنگ,1.3,https://bama.ir/car/detail-mnioqd1s-pride-sedan-1383
مزدا,مزدا، 3 نیو صندوق دار,2011,378000,تهران / زعفرانیه,2480000000.0,lumpsum,اتوماتیک,خاکستری,مشکی,چند لکه رنگ,2.0,https://bama.ir/car/detail-gsztlkzn-mazda-3sedan-2.0ltype3-1390
تارا,تارا، اتوماتیک V4,2025,16000,سنندج,2420000000.0,lumpsum,اتوماتیک,سفید,مشکی,یک لکه رنگ,1.6,https://bama.ir/car/detail-5qntmq6y-tara-automaticv4-lx-1404
کی ام سی,کی ام سی، ایگل,2026,0,تهران / ونک,2650000000.0,lumpsum,اتوماتیک,خاکستری,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-qtepbpaw-kmc-eagle-1.5liter-1405
کوییک,کوییک، دنده ای S,2023,20000,رباط کریم,1155000000.0,lumpsum,دنده ای,سفید,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-fd72be3n-quick-manuals-1402
پژو,پژو، 207,2025,7000,تهران / بهجت‌آباد,2430000000.0,lumpsum,اتوماتیک,سفید,-,بدون رنگ,1.6,https://bama.ir/car/detail-qjovf2to-peugeot-207-attu5p-1404
